Close,High,Low,Open,Volume,target
154.94,155.88,153,153.08,30569706,0
155.86,157.66,153.26,154.2,29821160,0
156.82,157.88,155.98,157.5,33751023,0
153.3,156.73,152.62,156.41,30393970,0
153.92,155.14,151.7,154.15,23130570,0
152.7,154.48,151.74,154.11,25441549,0
157.76,158.13,154.32,155.48,33547893,0
156.3,156.33,153.66,155.79,26192058,0
154.68,158.13,154.11,156.25,41587239,0
165.25,166.15,160.23,163.25,61109780,1
166.44,169,164.56,166.11,40739649,0
166.52,168.98,165.93,166.96,32668138,0
171.25,171.66,167.28,167.41,31495582,0
174.18,175.08,172.35,172.86,36101628,0
174.24,175.57,172.85,174.65,28239591,0
170.94,173.94,170.34,172.4,31741690,0
170.41,170.66,168.42,168.99,23819966,0
169.43,171.21,169.25,171.05,20993425,0
170.89,171,169.7,170.1,22283523,0
170.18,172.48,169.92,171.39,22490233,0
170.8,171.26,169.38,169.71,21835747,0
170.42,171.7,169.75,171.25,24626814,0
170.93,171.44,169.49,169.71,18972826,0
172.03,173.32,170.99,171.19,26114362,0
171.06,172.37,170.3,171.8,17249670,0
172.97,173,171.38,171.58,18913154,0
174.23,175.87,173.95,174.16,21873358,0
174.33,175.3,173.17,173.71,17070211,0
174.87,175,172.73,173.21,27835389,0
173.15,174.91,172.92,174.32,28215416,0
174.97,175.15,172.89,174.28,25886167,0
175.85,177.75,173.97,175.69,27436203,0
175.53,176,174.54,175.94,19737419,0
174.52,175.49,173.94,174.67,20810384,0
172.5,174.44,172.02,173.87,24796374,0
172.91,173.07,169.5,170.32,23999358,0
178.9,179.12,175.35,175.49,32011034,0
180.91,182.67,179.37,180,32467584,0
181.71,183.3,180.92,182.25,31032524,0
183.73,184.1,182.56,183.9,23579508,0
186.12,187.33,183.74,184.85,39042912,0
188.02,188.39,185.79,185.8,26219832,0
186.53,188.99,185.92,188.35,31646369,0
188.16,189.49,184.73,186.23,31035231,0
195.09,196.33,189.81,190.02,51034237,1
191.05,197.69,190.78,195.34,42407666,0
188.74,191.98,186.6,191.51,43845293,0
186.79,192.88,184.58,191.66,49800538,1
188.47,189.76,186.55,188.75,29848427,0
188.72,189.56,187.53,188.95,20780363,0
189.95,190.08,188.54,189.83,23563961,0
191.24,191.68,188.38,191.64,27861964,0
194.02,194.46,191.05,191.09,22765732,0
195.35,196.5,193.15,193.25,23271830,0
195.69,196.37,193.14,194.79,19114275,0
197,197.1,195.93,196.45,18526644,0
200.1,200.23,196.34,196.42,25881697,0
199.5,202.85,199.23,200.32,35768237,0
200.62,200.74,198.18,198.68,21695288,0
198.95,201,198.44,200.85,20900808,0
198.87,200.14,196.21,199.2,27760668,0
199.23,199.85,198.01,198.58,17536646,0
199.25,201.37,198.56,199.46,25696385,0
203.13,203.38,198.61,199.54,28906780,0
203.86,204.15,202.52,203.12,24195766,0
204.53,204.94,202.34,202.83,19439545,0
207.48,207.75,203.9,204.43,23322991,0
207.16,208.48,207.05,207.36,17540609,0
205.28,207.76,205.12,206.83,18543206,0
204.3,205,202.12,204.9,18649102,0
204.61,205.97,203.86,204.4,22204716,0
200.67,203.4,199.11,203.06,46534923,1
210.52,215.31,209.23,209.88,64827328,1
209.15,212.65,208.13,209.84,31996324,0
211.75,211.84,210.23,210.89,20892378,0
208.48,208.84,203.5,204.29,32443113,0
202.86,207.42,200.83,205.88,38763698,0
202.9,205.34,201.75,201.9,26339504,0
200.72,201.68,196.66,200.4,34908607,0
197.18,198.85,192.77,197.42,41208712,0
185.72,189.48,182.85,187.71,57430623,1
188.66,189.7,185.41,186.41,36529677,0
190.92,191.75,186.02,186.27,26544718,0
190.08,192.47,188.84,189.91,33031364,0
189,190.9,186.76,186.93,32879090,0
183.09,184.35,180.28,183.52,38612290,0
186.6,188,184.7,185.22,28364848,0
182.78,185.71,182.55,184.66,29748556,0
179.66,180.54,177.81,179.8,36529736,0
178.97,182.14,178.62,180.2,23714686,0
178.23,180.59,177.91,178.92,27948160,0
177.38,179.35,176,176.42,28481165,0
178.3,179.23,176.67,177.95,21218412,0
175.07,177.99,174.99,176.23,27043584,0
173.3,177.92,170.27,175.6,40396069,0
179.64,179.83,174.52,175.44,30967961,0
182.54,184.99,181.14,184.28,29773427,0
185.22,185.47,182.15,183.08,22526311,0
190.15,191.92,185.77,186.51,30684393,0
192.58,195.37,191.62,191.81,26220851,0
194.81,196,193.6,194.86,26932882,0
194.19,195.97,193.39,193.95,18253189,0
194.15,196.79,193.6,194.7,21674625,0
192.74,193.59,190.3,191.55,18761474,0
193.89,194.96,192.17,192.9,14669144,0
198.45,200.29,195.21,196.05,26551004,0
197.87,199.88,197.31,199.68,21124235,0
199.46,200.61,198.03,200.37,21513988,0
198.78,200.85,198.15,198.8,47800589,1
198.58,200.16,198.17,198.54,18220421,0
195.57,199.26,195.29,198.43,21070334,0
199.8,200.99,197.35,197.77,26067512,0
199.74,201.57,199.57,200.29,20899717,0
197.92,199.5,197.05,198.68,31110642,0
201.55,204.49,200.65,203.17,27316739,0
202.73,203.13,201.36,201.41,16935217,0
204.41,204.44,202.69,203.28,11362045,0
204.23,205.08,202.9,203.35,17265518,0
200.02,201.4,198.41,200.81,25338628,0
201.24,201.51,198.81,199.2,20578015,0
203.23,203.73,201.56,201.85,17897138,0
201.75,204.39,201.71,203.31,20191842,0
203.3,204,202.2,202.45,17595212,0
205.21,205.87,204,204.09,16947420,0
204.5,206.11,203.5,204.59,16866816,0
203.35,205.09,203.27,204.05,14107450,0
205.66,205.88,203.7,204,18582161,0
202.59,206.5,202.36,205.79,20929307,0
207.22,207.23,203.61,203.65,22277932,0
208.84,208.91,207.29,208.46,18355210,0
208.67,209.15,207.17,207.67,14991567,0
207.02,209.24,206.73,208.89,13909535,0
207.74,209.73,207.14,207.48,17618874,0
209.68,210.64,208.44,208.46,21673389,0
208.78,210.16,207.31,208.76,33935718,0
213.04,221.37,211.3,216.42,69281361,1
208.43,218.03,206.74,213.9,54017922,1
204.02,206.43,201.63,205.53,40862122,0
193.34,198.65,192.58,197.99,52392969,1
197,198.07,194.04,196.31,35824787,0
199.04,199.56,193.82,195.41,33364400,0
203.43,203.53,199.39,200.2,27009523,0
200.99,202.76,199.29,201.3,24619746,0
200.48,202.05,199.15,199.62,22481889,0
208.97,212.14,200.48,201.02,47539786,1
202.75,206.44,202.59,203.16,36547443,0
201.74,205.14,199.67,203.46,27883363,0
206.5,207.16,203.84,204.28,28813624,0
210.35,212.73,210.03,210.62,24431915,0
210.36,213.35,210.32,210.88,26919529,0
212.64,213.65,211.6,212.99,21564747,0
212.46,214.44,210.75,213.19,22267819,0
202.64,212.05,201,209.43,46882843,1
206.49,207.19,205.06,205.86,26066130,0
204.16,208.55,203.53,207.86,25897344,0
205.53,205.72,203.32,204.1,15957632,0
209.01,209.32,206.66,208.5,21007652,0
208.74,210.45,207.2,210.16,21162561,0
205.7,206.98,204.22,206.43,20059574,0
209.19,209.48,207.32,208.39,19216820,0
213.28,213.97,211.51,212,23946984,0
213.26,214.42,212.51,214.05,19362294,0
214.17,216.44,211.07,214.84,27309401,0
216.7,216.78,211.71,213.86,31777931,0
223.59,223.71,217.73,218.07,44289646,0
223.09,226.42,222.86,224.8,32226669,0
218.75,220.79,217.02,220,39763296,0
219.9,220.13,217.56,217.73,21158141,0
220.7,220.82,219.12,219.96,18386468,0
222.77,222.85,219.44,221.06,25643093,0
220.96,223.76,220.37,222.01,22187876,0
217.73,222.56,217.47,221.38,57977094,1
218.72,219.84,217.65,218.95,19419648,0
217.68,222.49,217.19,221.03,31434367,0
221.03,221.5,217.14,218.55,22481006,0
219.89,220.94,218.83,220,19088312,0
218.82,220.96,217.28,220.54,25361285,0
223.97,224.58,220.79,220.9,26318583,0
224.59,228.22,224.2,225.07,36187163,0
218.96,223.58,217.93,223.06,35767257,0
220.82,220.96,215.13,218.43,30352686,0
227.01,227.49,223.89,225.64,34755553,0
227.06,229.93,225.84,226.27,30889269,0
224.4,228.06,224.33,225.82,29282700,0
227.03,227.79,225.64,227.03,19029424,0
230.09,230.44,227.3,227.93,28962984,0
236.21,237.64,232.31,232.95,41990210,0
235.87,238.13,234.67,234.9,24413484,0
235.32,237.65,234.88,236.39,23040483,0
234.37,235.24,233.2,233.37,19286694,0
235.28,236.15,233.52,235.09,17272897,0
236.41,237.58,234.29,234.59,24248023,0
240.51,240.99,237.32,237.52,21811567,0
239.96,242.2,239.62,241.16,22684001,0
243.18,243.24,241.22,242.1,19932545,0
243.58,244.8,241.81,244.51,17916255,0
246.58,246.73,242.88,243.16,18369296,0
249.05,249.25,246.72,247.42,23655368,0
243.29,249.75,242.57,248.97,35709867,0
243.26,245.3,241.21,244.76,31130522,0
248.76,249.17,237.26,247.24,34790520,0
255.82,255.93,249.16,249.54,37781334,0
257.5,257.85,255.38,257.33,25817952,0
257.13,258.19,256.32,257.05,19974427,0
257.24,257.49,255.37,256.77,18966124,0
259.43,260.35,258.11,258.74,23735083,0
260.14,260.44,256.85,258.69,17520495,0
262.2,262.47,258.28,258.3,20507459,0
261.96,262.79,260.92,261.55,21847226,0
264.47,264.78,261.07,261.13,25817593,0
262.64,264.88,262.1,263.75,22395556,0
265.76,265.78,263.01,263.68,25093666,0
267.1,267.43,264.23,265.8,21700897,0
266.29,268,265.39,267.9,19069597,0
263.19,266.08,260.4,265.54,26609919,0
262.01,264.01,261.18,263.69,30348778,0
261.78,263.18,260.84,262.59,16331263,0
266.37,266.44,262.52,262.71,21029517,0
264.29,267.16,262.5,266.94,26334882,0
267.84,267.98,265.31,265.58,16386122,0
267.25,268,265.9,266.6,11654363,0
264.16,268.25,263.45,267.27,23693550,0
259.45,259.53,256.29,258.31,29377268,0
261.74,263.31,260.68,261.07,16810388,0
265.58,265.89,262.73,263.79,18661343,0
270.71,271,267.3,267.48,26547493,0
266.92,270.8,264.91,270,32182645,0
268.48,270.07,265.86,268.6,22632383,0
270.77,271.1,268.5,268.81,19723391,0
271.46,272.56,267.32,267.78,34437042,0
275.15,275.3,270.93,271.46,33432806,0
279.86,280.79,276.98,277,32081105,0
280.41,281.77,278.8,279.57,28575798,0
279.74,281.9,279.12,279.8,29024687,0
280.02,281.18,278.95,279.5,24626947,0
279.44,282.65,278.56,282.23,69032743,1
284,284.25,280.37,280.53,24677883,0
284.27,284.89,282.92,284.69,12119714,0
289.91,289.98,284.7,284.82,23334004,0
289.8,293.97,288.12,291.12,36592936,0
291.52,292.69,285.22,289.46,36059614,0
293.65,293.68,289.52,289.93,25247625,0
300.35,300.6,295.19,296.24,33911864,0
297.43,300.58,296.5,297.15,36633878,0
299.8,299.96,292.75,293.79,29644644,0
298.39,300.9,297.48,299.84,27877655,0
303.19,304.44,297.16,297.16,33090946,0
309.63,310.43,306.2,307.24,42621542,0
310.33,312.67,308.25,310.6,35217272,0
316.96,317.07,311.15,311.64,30028742,0
312.68,317.57,312.17,316.7,40653457,0
311.34,315.5,309.55,311.85,30480882,0
315.24,315.7,312.09,313.59,27207254,0
318.73,318.74,315,316.27,34454117,0
316.57,319.02,316,317.19,27235039,0
317.7,319.99,317.31,318.58,25458115,0
319.23,319.56,315.65,317.92,26117993,0
318.31,323.33,317.52,320.25,36634380,0
308.95,311.77,304.88,310.06,40485005,0
317.69,318.4,312.19,312.6,40558486,0
324.34,327.85,321.38,324.45,54149928,1
323.87,324.09,318.75,320.54,31685808,0
309.51,322.68,308.29,320.93,49897096,1
308.66,313.49,302.22,304.3,43496401,0
318.85,319.64,313.63,315.31,34154134,0
321.45,324.76,318.95,323.52,29706718,0
325.21,325.22,320.26,322.57,26356385,0
320.03,323.4,318,322.37,29421012,0
321.55,321.55,313.85,314.18,27337215,0
319.61,323.9,318.71,323.6,23580780,0
327.2,327.22,321.47,321.47,28432573,0
324.87,326.22,323.35,324.19,23686892,0
324.95,325.98,322.85,324.74,20028447,0
319,319.75,314.61,315.36,38190545,0
323.62,324.57,320,320,23495991,0
320.3,324.65,318.21,322.63,25141489,0
313.05,320.45,310.5,318.62,32426415,0
298.18,304.18,289.23,297.26,55548828,1
288.08,302.53,286.13,300.95,57668364,1
292.65,297.88,286.5,286.53,49678431,1
273.52,286,272.96,281.1,80151381,1
273.36,278.41,256.37,257.26,106721230,1
298.81,301.44,277.72,282.28,85349339,1
289.32,304,285.8,303.67,79868852,1
302.74,303.4,293.13,296.44,54794568,1
292.92,299.55,291.41,295.52,46893219,1
289.03,290.82,281.23,282,56544246,1
266.17,278.09,263,263.75,71686208,1
285.34,286.44,269.37,277.14,71322520,1
275.43,281.22,271.86,277.39,64094970,1
248.23,270,248,255.94,104618517,1
277.97,279.92,252.95,264.89,92683032,1
242.21,259.08,240,241.95,80605865,1
252.86,257.61,238.4,247.51,81013965,1
246.67,250,237.12,239.77,75058406,1
244.78,252.84,242.61,247.39,67964255,1
229.24,251.83,228,247.18,100423346,1
224.37,228.5,212.61,228.08,84188208,1
246.88,247.69,234.3,236.36,71882773,1
245.52,258.25,244.3,250.75,75900510,1
258.44,258.68,246.36,246.52,63140169,1
247.74,255.87,247.05,252.75,51054153,1
254.81,255.52,249.4,250.74,41994110,0
254.29,262.49,252,255.6,49250501,1
240.91,248.72,239.13,246.5,44054638,0
244.93,245.15,236.9,240.34,41483493,0
241.41,245.7,238.97,242.8,32470017,0
262.47,263.11,249.38,250.9,50455071,1
259.43,271.7,259,270.8,50721831,1
266.07,267.37,261.23,262.74,42223821,0
267.99,270.07,264.7,268.7,40529123,0
273.25,273.7,265.83,268.31,32755731,0
287.05,288.25,278.05,280,48748672,1
284.43,286.33,280.63,282.4,32788641,0
286.69,288.2,282.35,287.38,39281290,0
282.8,286.95,276.86,284.69,53812478,1
276.93,281.68,276.85,277.95,32503750,0
268.37,277.25,265.43,276.28,45247893,0
276.1,277.9,272.2,273.61,29264342,0
275.03,281.75,274.87,275.87,31203582,0
282.97,283.01,277,277.2,31627183,0
283.17,284.54,279.95,281.8,29271893,0
278.58,285.83,278.2,285.08,28001187,0
287.73,289.67,283.89,284.73,34320204,0
293.8,294.53,288.35,289.96,45765968,1
289.07,299,285.85,286.25,60154175,1
293.16,293.69,286.32,289.17,33391986,0
297.56,301,294.46,295.06,36937795,0
300.63,303.24,298.87,300.46,35583438,0
303.74,305.17,301.97,303.22,28803764,0
310.13,310.35,304.29,305.64,33511985,0
315.01,317.05,307.24,308.1,36486561,0
311.41,319.69,310.91,317.83,40575263,0
307.65,315.95,303.21,312.15,50155639,1
309.54,309.79,301.53,304.51,39732269,0
307.71,307.9,300.21,300.35,41587094,0
314.96,316.5,310.32,313.17,33843125,0
313.14,318.52,313.01,315.03,25432385,0
319.23,319.52,316.52,316.68,27876215,0
316.85,320.89,315.87,318.66,25672211,0
318.89,319.23,315.35,315.77,20450754,0
316.73,324.24,316.5,323.5,31380454,0
318.11,318.71,313.09,316.14,28236274,0
318.25,323.44,315.63,316.77,33449103,0
317.94,321.15,316.47,319.25,38399532,0
321.85,322.35,317.21,317.75,20254653,0
323.34,323.44,318.93,320.75,21910704,0
325.12,326.2,322.3,324.66,26122804,0
322.32,325.62,320.78,324.39,21890091,0
331.5,331.75,323.23,323.35,34312550,0
333.46,333.6,327.32,330.25,23913634,0
343.99,345.61,332.01,332.14,36928091,0
352.84,354.77,346.09,347.9,41662938,0
335.9,351.06,335.48,349.31,50415613,1
338.8,347.8,334.22,344.72,50036513,1
342.99,345.68,332.58,333.25,34702230,0
352.08,353.2,344.72,351.46,41357182,0
351.59,355.4,351.09,355.15,28601626,0
351.73,353.45,349.22,351.41,24205096,0
349.72,356.56,345.15,354.64,66118952,1
358.87,359.46,351.15,351.34,33861316,0
366.53,372.38,362.27,364,53038869,1
360.06,368.79,358.52,365,48155849,1
364.84,365,357.57,360.7,34380628,0
353.63,365.32,353.02,364.41,51314211,1
361.78,362.1736,351.28,353.25,32661519,0
364.8,365.98,360,360.08,35055821,0
364.11,367.36,363.91,365.12,27690454,0
364.11,370.47,363.64,367.85,28814516,0
373.85,375.78,369.87,370,29745936,0
372.69,378.62,372.23,375.41,28206999,0
381.37,381.5,376.36,376.72,29274479,0
383.01,385.27,378.69,385.05,31420357,0
383.68,383.92,378.82,381.34,22564330,0
381.91,399.82,381.03,389.06,47913079,1
388.23,389.02,375.51,379.36,42748119,0
390.9,396.99,385.96,395.96,38306874,0
386.09,389.62,383.62,386.25,27645927,0
385.31,388.59,383.36,387.95,23046755,0
393.43,394,384.25,385.67,22397208,0
388,397,386.97,396.69,25627347,0
389.09,391.9,386.41,386.77,22250413,0
371.38,388.31,368.039,387.9935,49251108,1
370.46,371.88,356.58,363.95,46359716,1
379.24,379.62,373.92,374.84,30303548,0
373.01,378.1986,372.99,377.47,25906375,0
380.16,380.92,374.85,375,22582314,0
384.76,385.19,375.07,376.75,39532505,0
425.04,425.66,403.3,411.535,93573867,1
435.75,446.5457,431.57,432.8,77037847,1
438.66,443.16,433.55,436.53,43198092,0
440.25,441.57,435.59,437.51,30497988,0
455.61,457.65,439.19,441.62,50607225,1
444.45,454.7,441.17,452.82,49511403,1
450.91,455.1,440,450.4,53100856,1
437.5,449.93,436.4267,447.875,46975594,1
452.04,453.1,441.19,441.99,41486205,0
460.04,464.17,455.71,457.72,52520516,1
459.63,460,452.18,459.315,41391302,0
458.43,464.35,455.8501,464.25,29431414,0
462.25,464,456.03,457.41,26408385,0
462.83,468.65,462.44,463.933,36384502,0
473.1,473.568,462.9335,463,31726797,0
497.48,499.472,477,477.05,84513660,1
503.43,515.14,495.745,514.79,86484442,1
499.3,500.7172,492.21,498.79,52873947,1
506.09,507.97,500.33,504.7165,40755567,0
500.04,509.94,495.33,508.57,38888096,0
499.23,505.77,498.31,504.05,46907479,1
129.04,131,126,127.58,223505733,1
134.18,134.8,130.53,132.76,152470142,1
131.4,137.98,127,137.59,200118991,1
120.88,128.84,120.5,126.91,257599640,1
120.96,123.7,110.89,120.07,332607163,1
112.82,118.99,112.68,113.95,231366563,1
117.32,119.14,115.26,117.26,176940455,1
113.49,120.5,112.5,120.36,182274391,1
112,115.23,110,114.57,180860325,1
115.355,115.93,112.8,114.72,140150087,1
115.54,118.829,113.61,118.33,184642039,1
112.13,116,112.04,115.23,155026675,1
110.34,112.2,108.71,109.72,178010968,1
106.84,110.88,106.09,110.4,287104882,1
110.08,110.19,103.1,104.54,195713815,1
111.81,112.86,109.16,112.68,183055373,1
107.12,112.11,106.77,111.62,150718671,1
108.22,110.25,105,105.17,167743349,1
112.28,112.44,107.67,108.43,149981441,1
114.96,115.32,112.78,115.01,137672403,1
114.09,115.31,113.57,114.55,100060526,1
115.81,117.26,113.62,113.79,142675184,1
116.79,117.72,115.83,117.64,116120440,1
113.02,115.37,112.22,112.89,144711986,1
116.5,116.65,113.55,113.91,106243839,1
113.16,116.12,112.25,115.7,161498212,1
115.08,115.55,114.13,114.62,96848985,1
114.97,116.4,114.5901,116.25,83477153,1
116.97,117,114.92,115.28,100506865,1
124.4,125.18,119.2845,120.06,240226769,1
121.1,125.39,119.65,125.27,262330451,1
121.19,123.03,119.62,121,151062308,1
120.71,121.2,118.15,118.72,112559219,1
119.02,121.548,118.81,121.28,115393808,1
115.98,120.419,115.66,119.96,120639337,1
117.51,118.98,115.63,116.2,124423728,1
116.87,118.705,116.45,116.67,89945980,1
115.75,118.04,114.59,117.45,101987954,1
115.04,116.55,114.28,116.39,82572645,1
115.05,116.55,112.88,114.01,111850657,1
116.6,117.28,114.5399,115.49,92276772,1
111.2,115.43,111.1,115.05,143937823,1
115.32,116.93,112.2,112.37,146129173,1
108.86,111.99,107.72,111.06,190573476,1
108.77,110.68,107.32,109.11,122866899,1
110.44,111.49,108.73,109.66,107624448,1
114.95,115.59,112.35,114.14,138235482,1
119.03,119.62,116.8686,117.95,126387074,1
118.69,119.2,116.13,118.32,114457922,1
116.32,121.99,116.05,120.5,154515315,1
115.97,117.59,114.13,115.55,138023390,1
119.49,119.63,116.44,117.19,112294954,1
119.21,120.53,118.57,119.62,103350674,1
119.26,119.6717,117.87,119.44,81688586,1
120.3,120.99,118.146,118.92,91183018,1
119.39,120.6741,118.96,119.55,74270973,1
118.03,119.82,118,118.61,76322111,1
118.64,119.06,116.81,117.59,74112972,1
117.34,118.77,117.29,118.64,73604287,1
113.85,117.6202,113.75,117.18,127959318,1
115.17,115.85,112.59,113.91,113226248,1
116.03,116.75,115.17,115.55,76499234,1
116.59,117.49,116.22,116.57,46691331,1
119.05,120.97,116.81,116.97,169410176,1
122.72,123.4693,120.01,121.01,125920963,1
123.08,123.37,120.89,122.02,89004195,1
122.94,123.78,122.21,123.52,78967630,1
122.25,122.8608,121.52,122.6,78260421,1
123.75,124.57,122.25,122.31,86711990,1
124.38,124.98,123.09,124.37,82225512,1
121.78,125.95,121,124.53,115089193,1
123.24,123.87,120.15,120.5,81312170,1
122.41,122.76,120.55,122.43,86939786,1
121.78,123.35,121.54,122.6,79075988,1
127.88,127.9,124.13,124.34,157572262,1
127.81,128.37,126.56,127.41,98208591,1
128.7,129.58,128.045,128.9,94359811,1
126.655,129.1,126.12,128.96,192541496,1
128.23,128.31,123.449,125.02,121251553,1
131.88,134.405,129.65,131.61,169351825,1
130.96,132.43,130.78,132.16,88223692,1
131.97,133.46,131.1,131.32,54930064,1
136.69,137.34,133.51,133.99,123124632,1
134.87,138.789,134.3409,138.05,121047324,1
133.72,135.99,133.4,135.58,96452124,1
132.69,134.74,131.72,134.08,99116586,1
129.41,133.6116,126.76,133.52,143301887,1
131.01,131.74,128.43,128.89,97664898,1
126.6,131.0499,126.382,127.72,155087970,1
130.92,131.63,127.86,128.36,109578157,1
132.05,132.63,130.23,132.43,105158245,1
128.98,130.17,128.5,129.19,100620880,1
128.8,129.69,126.86,128.5,90440255,1
130.89,131.45,128.49,128.76,88636831,1
128.91,131,128.76,130.8,90221755,1
127.14,130.2242,127,128.78,111598531,1
127.83,128.71,126.938,127.78,90757329,1
132.03,132.49,128.55,128.66,104319489,1
136.87,139.67,133.59,133.8,120529544,1
139.07,139.85,135.02,136.28,114459360,1
142.92,145.09,136.54,143.07,157611713,1
143.16,144.3,141.37,143.6,98390555,1
142.06,144.3,140.41,143.43,140843759,1
137.09,141.99,136.7,139.52,142621128,1
131.96,136.74,130.21,135.83,177523812,1
134.14,135.38,130.93,133.75,106239823,1
134.99,136.31,134.61,135.73,82266419,1
133.94,135.77,133.61,135.76,89880937,1
137.39,137.4,134.59,136.3,84183061,1
136.76,137.42,135.86,137.35,75693830,1
136.91,136.96,134.92,136.03,71297214,1
136.01,137.877,135.85,136.62,75986989,1
135.39,136.99,134.4,136.48,72647988,1
135.13,136.39,133.77,135.9,64280029,1
135.37,135.53,133.6921,134.35,60145130,1
133.19,136.01,132.79,135.49,80576316,1
130.84,132.22,129.47,131.25,97372199,1
129.71,129.995,127.41,129.2,96856748,1
129.87,130.71,128.8,130.24,87668834,1
126,129.72,125.6,128.01,102886922,1
125.86,126.71,118.39,123.76,158273022,1
125.35,125.56,122.23,124.94,111039904,1
120.99,126.4585,120.54,124.68,144766924,1
121.26,124.85,121.2,122.59,163424672,1
127.79,127.93,122.79,123.75,116307892,1
125.12,128.72,125.01,128.41,102260945,1
122.06,125.71,121.84,124.81,112966340,1
120.13,123.6,118.62,121.75,178154975,1
121.42,121.935,117.57,120.98,153766601,1
116.36,121,116.21,120.93,154376610,1
121.085,122.06,118.79,119.03,129525780,1
119.98,122.17,119.45,121.69,111943326,1
121.96,123.21,121.26,122.54,103026514,1
121.03,121.17,119.16,120.4,88105050,1
123.99,124,120.42,121.41,92590555,1
125.57,127.22,124.715,125.7,115227936,1
124.76,125.8599,122.336,124.05,111932636,1
120.53,123.18,120.32,122.88,121469755,1
119.99,121.43,119.675,119.9,185549522,1
123.39,123.87,120.26,120.33,111912284,1
122.54,124.24,122.14,123.33,95467142,1
120.09,122.9,120.065,122.82,88530485,1
120.59,121.66,119,119.54,98844681,1
121.21,121.48,118.92,120.35,94071234,1
121.39,122.58,120.7299,121.65,80819203,1
119.9,120.4031,118.86,120.11,85671919,1
122.15,123.52,121.15,121.65,118323826,1
123,124.18,122.49,123.66,75089134,1
125.9,126.1601,123.07,123.87,88651175,1
126.21,127.13,125.65,126.5,80171253,1
127.9,127.92,125.14,125.83,83466716,1
130.36,130.39,128.52,128.95,88844591,1
132.995,133.04,129.47,129.8,106686703,1
131.24,132.85,130.63,132.52,91419983,1
134.43,134.66,131.93,132.44,91266545,1
132.03,135,131.655,134.94,87222782,1
134.5,135,133.64,133.82,89347102,1
134.16,134.67,133.28,134.3,84922386,1
134.84,135.47,133.34,133.51,94264215,1
133.11,135.53,131.81,135.02,94812349,1
133.5,133.75,131.3001,132.36,68847136,1
131.94,134.15,131.41,133.04,84566456,1
134.32,135.12,132.16,132.16,78756779,1
134.72,135.06,133.56,134.83,66905069,1
134.39,135.41,134.11,135.01,66015804,1
133.58,135.02,133.08,134.31,107760097,1
133.48,137.07,132.45,136.47,151100953,1
131.46,133.56,131.065,131.78,109839466,1
132.54,134.07,131.83,132.04,75135100,1
127.85,131.4899,126.7,131.19,137564718,1
128.1,130.45,127.97,129.2,84000900,1
129.74,129.75,127.13,127.89,78128334,1
130.21,131.2582,129.475,130.85,78973273,1
126.85,129.54,126.81,129.41,88071229,1
125.91,126.27,122.77,123.5,126142826,1
122.77,124.64,122.25,123.4,112172282,1
124.97,126.15,124.26,124.58,105861339,1
127.45,127.89,125.85,126.25,81917951,1
126.27,126.93,125.17,126.82,74244624,1
124.85,126.99,124.78,126.56,63342929,1
124.69,124.915,122.86,123.16,92611989,1
127.31,127.72,125.1,125.23,76857123,1
125.43,128,125.21,127.82,79295436,1
127.1,127.94,125.94,126.01,63092945,1
126.9,128.32,126.32,127.82,72009482,1
126.85,127.39,126.42,126.955,56575920,1
125.28,127.64,125.08,126.44,94625601,1
124.61,125.8,124.55,125.57,71311109,1
124.28,125.35,123.94,125.08,67637118,1
125.06,125.24,124.05,124.28,59278862,1
123.54,124.85,123.13,124.68,76229170,1
125.89,126.16,123.85,124.07,75169343,1
125.9,126.32,124.8321,126.17,71057550,1
126.74,128.46,126.2101,126.6,74403774,1
127.13,127.75,126.52,127.21,56877937,1
126.11,128.19,125.94,127.02,71186421,1
127.35,127.44,126.1,126.53,53522373,1
130.48,130.54,127.07,127.82,96906490,1
129.64,130.6,129.39,129.94,62746332,1
130.15,130.89,128.461,130.37,91339351,1
131.79,132.55,129.65,129.8,96721669,1
130.46,131.51,130.24,130.71,108953309,1
132.3,132.41,129.21,130.3,79663316,1
133.98,134.08,131.62,132.13,74783618,1
133.7,134.32,133.23,133.77,60214200,1
133.41,134.64,132.93,134.45,68710998,1
133.11,133.89,132.81,133.46,70783746,1
134.78,135.245,133.35,133.41,62111303,1
136.33,136.49,134.35,134.8,64556081,1
136.96,137.41,135.87,136.17,63261393,1
137.27,137.33,135.76,136.6,52485781,1
139.96,140,137.745,137.9,78945572,1
